gen,max_sectors_kb,nr_requests,read_ahead_kb,nomerges,scheduler,rq_affinity,read_throughput,read_latency,is_pareto,throughput,latency
6.0,965,48,2,2,2,1,906767.0,585728.0,0.0,906.767,0.585728
6.0,3824,108,3,0,0,1,932474.0,593920.0,0.0,932.474,0.59392
6.0,919,9,2,2,2,1,710440.0,501760.0,0.0,710.44,0.50176
6.0,2970,51,1,0,2,1,715761.0,514048.0,0.0,715.761,0.514048
6.0,3936,48,4,2,2,0,748225.0,536576.0,0.0,748.225,0.536576
6.0,2569,78,1,2,2,2,771145.0,544768.0,0.0,771.145,0.544768
6.0,1922,30,4,0,2,1,931878.0,602112.0,0.0,931.878,0.602112
6.0,2916,20,2,1,0,1,925831.0,593920.0,0.0,925.831,0.59392
6.0,2550,37,3,0,1,1,706771.0,518144.0,0.0,706.771,0.518144
6.0,241,42,6,1,2,2,716042.0,536576.0,0.0,716.042,0.536576
6.0,844,51,0,0,1,1,930220.0,872448.0,0.0,930.22,0.872448
6.0,1250,2,6,2,0,0,645206.0,544768.0,0.0,645.206,0.544768
7.0,2859,46,6,2,0,1,947126.0,493568.0,1.0,947.126,0.493568
7.0,844,51,0,0,1,1,1011256.0,509952.0,1.0,1011.256,0.509952
7.0,1691,39,0,2,0,1,1058465.0,514048.0,1.0,1058.465,0.514048
7.0,831,51,0,0,0,0,870846.0,456704.0,1.0,870.846,0.456704
7.0,1745,96,0,0,0,1,872766.0,473088.0,1.0,872.766,0.473088
7.0,844,78,1,2,0,1,892898.0,544768.0,0.0,892.898,0.544768
7.0,2557,78,0,1,0,0,1057255.0,561152.0,0.0,1057.255,0.561152
7.0,2586,49,1,0,2,1,888060.0,536576.0,0.0,888.06,0.536576
7.0,3890,26,0,1,2,1,866839.0,468992.0,0.0,866.839,0.468992
7.0,2024,78,0,2,0,1,865044.0,460800.0,0.0,865.044,0.4608
7.0,2557,78,0,1,0,0,1050521.0,561152.0,0.0,1050.521,0.561152
7.0,1691,39,0,1,0,1,864965.0,481280.0,0.0,864.965,0.48128
7.0,2592,93,0,2,2,1,859097.0,460800.0,0.0,859.097,0.4608
7.0,3248,24,0,0,0,1,864889.0,468992.0,0.0,864.889,0.468992
7.0,2560,78,0,0,0,1,1047946.0,561152.0,0.0,1047.946,0.561152
7.0,1251,78,0,0,0,1,850781.0,460800.0,0.0,850.781,0.4608
7.0,3902,88,0,1,2,2,855685.0,477184.0,0.0,855.685,0.477184
7.0,844,51,0,0,1,1,1042963.0,569344.0,0.0,1042.963,0.569344
7.0,2569,21,0,0,0,1,1036225.0,561152.0,0.0,1036.225,0.561152
7.0,844,51,0,0,1,1,1046997.0,634880.0,0.0,1046.997,0.63488
7.0,2541,35,0,0,0,0,833903.0,464896.0,0.0,833.903,0.464896
7.0,3183,24,0,0,2,1,1023577.0,561152.0,0.0,1023.577,0.561152
7.0,3884,79,0,2,2,1,1037957.0,692224.0,0.0,1037.957,0.692224
7.0,3256,24,0,0,2,1,821390.0,468992.0,0.0,821.39,0.468992
7.0,3130,83,0,0,0,1,1008145.0,561152.0,0.0,1008.145,0.561152
7.0,2569,78,0,0,0,1,810687.0,468992.0,0.0,810.687,0.468992
7.0,3119,83,0,1,0,0,814999.0,481280.0,0.0,814.999,0.48128
7.0,3890,26,5,1,2,1,815830.0,544768.0,0.0,815.83,0.544768
7.0,842,51,0,0,1,1,986947.0,561152.0,0.0,986.947,0.561152
7.0,3119,83,0,1,0,1,992713.0,577536.0,0.0,992.713,0.577536
7.0,2905,83,0,1,0,1,808403.0,473088.0,0.0,808.403,0.473088
7.0,2569,78,0,2,0,1,968262.0,569344.0,0.0,968.262,0.569344
7.0,311,29,0,0,0,1,837033.0,561152.0,0.0,837.033,0.561152
7.0,1324,78,0,0,0,1,983524.0,1073152.0,0.0,983.524,1.073152
7.0,1922,54,4,1,2,2,777768.0,477184.0,0.0,777.768,0.477184
7.0,1572,53,0,1,0,1,804070.0,536576.0,0.0,804.07,0.536576
7.0,1925,35,4,0,0,2,780430.0,485376.0,0.0,780.43,0.485376
7.0,2883,46,2,2,0,1,905764.0,577536.0,0.0,905.764,0.577536
7.0,1226,37,4,0,1,0,915599.0,585728.0,0.0,915.599,0.585728
7.0,844,51,1,2,2,1,942355.0,593920.0,0.0,942.355,0.59392
7.0,2026,51,5,1,0,1,822155.0,569344.0,0.0,822.155,0.569344
7.0,1691,40,6,1,0,1,760630.0,481280.0,0.0,760.63,0.48128
7.0,125,32,3,1,0,2,778393.0,522240.0,0.0,778.393,0.52224
7.0,965,48,2,2,2,1,906767.0,585728.0,0.0,906.767,0.585728
7.0,3824,108,3,0,0,1,932474.0,593920.0,0.0,932.474,0.59392
7.0,3856,46,6,2,2,1,723880.0,501760.0,0.0,723.88,0.50176
7.0,3936,48,4,2,2,0,748225.0,536576.0,0.0,748.225,0.536576
7.0,2569,78,1,2,2,2,771145.0,544768.0,0.0,771.145,0.544768
7.0,919,9,2,2,2,1,710440.0,501760.0,0.0,710.44,0.50176
7.0,1922,30,4,0,2,1,931878.0,602112.0,0.0,931.878,0.602112
8.0,1691,39,0,2,0,1,1058465.0,514048.0,1.0,1058.465,0.514048
8.0,831,51,0,0,0,0,870846.0,456704.0,1.0,870.846,0.456704
8.0,1745,96,0,0,0,1,872766.0,473088.0,1.0,872.766,0.473088
8.0,2569,78,0,1,0,1,1054278.0,489472.0,1.0,1054.278,0.489472
8.0,2557,78,0,1,0,0,1057255.0,561152.0,0.0,1057.255,0.561152
8.0,3890,26,0,1,2,1,866839.0,468992.0,0.0,866.839,0.468992
8.0,2024,78,0,2,0,1,865044.0,460800.0,0.0,865.044,0.4608
8.0,1953,78,0,2,0,1,1032467.0,528384.0,0.0,1032.467,0.528384
8.0,2587,51,0,0,2,1,1023681.0,489472.0,0.0,1023.681,0.489472
8.0,2557,78,0,1,0,0,1050521.0,561152.0,0.0,1050.521,0.561152
8.0,1691,39,0,1,0,1,864965.0,481280.0,0.0,864.965,0.48128
8.0,2592,93,0,2,2,1,859097.0,460800.0,0.0,859.097,0.4608
8.0,3248,24,0,0,0,1,864889.0,468992.0,0.0,864.889,0.468992
8.0,2859,46,6,2,0,1,947126.0,493568.0,0.0,947.126,0.493568
8.0,844,51,0,0,1,1,1011256.0,509952.0,0.0,1011.256,0.509952
8.0,2560,78,0,0,0,1,1047946.0,561152.0,0.0,1047.946,0.561152
8.0,1251,78,0,0,0,1,850781.0,460800.0,0.0,850.781,0.4608
8.0,3902,88,0,1,2,2,855685.0,477184.0,0.0,855.685,0.477184
8.0,844,78,1,2,0,1,892898.0,544768.0,0.0,892.898,0.544768
8.0,2586,49,1,0,2,1,888060.0,536576.0,0.0,888.06,0.536576
8.0,844,51,0,0,1,1,1042963.0,569344.0,0.0,1042.963,0.569344
8.0,2569,21,0,0,0,1,1036225.0,561152.0,0.0,1036.225,0.561152
8.0,844,51,0,0,1,1,1046997.0,634880.0,0.0,1046.997,0.63488
8.0,3901,78,0,2,2,1,838837.0,464896.0,0.0,838.837,0.464896
8.0,2560,78,0,1,0,0,851125.0,489472.0,0.0,851.125,0.489472
8.0,3119,91,0,1,2,1,856991.0,536576.0,0.0,856.991,0.536576
8.0,3183,24,0,0,2,1,1023577.0,561152.0,0.0,1023.577,0.561152
8.0,2541,35,0,0,0,0,1034125.0,569344.0,0.0,1034.125,0.569344
8.0,3884,79,0,2,2,1,1037957.0,692224.0,0.0,1037.957,0.692224
8.0,2541,35,0,0,0,0,833903.0,464896.0,0.0,833.903,0.464896
8.0,3130,83,0,0,0,1,1008145.0,561152.0,0.0,1008.145,0.561152
8.0,3119,83,0,1,0,1,1025034.0,577536.0,0.0,1025.034,0.577536
8.0,3256,24,0,0,2,1,821390.0,468992.0,0.0,821.39,0.468992
8.0,842,51,0,0,1,1,986947.0,561152.0,0.0,986.947,0.561152
8.0,3119,83,0,1,0,1,992713.0,577536.0,0.0,992.713,0.577536
8.0,2515,78,0,0,0,1,1015626.0,634880.0,0.0,1015.626,0.63488
8.0,2569,78,0,0,0,1,810687.0,468992.0,0.0,810.687,0.468992
8.0,3119,83,0,1,0,0,814999.0,481280.0,0.0,814.999,0.48128
8.0,3890,26,5,1,2,1,815830.0,544768.0,0.0,815.83,0.544768
8.0,2569,78,0,2,0,1,968262.0,569344.0,0.0,968.262,0.569344
8.0,311,29,0,0,0,1,837033.0,561152.0,0.0,837.033,0.561152
8.0,1324,78,0,0,0,1,983524.0,1073152.0,0.0,983.524,1.073152
8.0,2905,83,0,1,0,1,808403.0,473088.0,0.0,808.403,0.473088
8.0,2883,46,2,2,0,1,905764.0,577536.0,0.0,905.764,0.577536
8.0,1226,37,4,0,1,0,915599.0,585728.0,0.0,915.599,0.585728
8.0,844,51,1,2,2,1,942355.0,593920.0,0.0,942.355,0.59392
8.0,2026,51,5,1,0,1,822155.0,569344.0,0.0,822.155,0.569344
8.0,1922,54,4,1,2,2,777768.0,477184.0,0.0,777.768,0.477184
8.0,1572,53,0,1,0,1,804070.0,536576.0,0.0,804.07,0.536576
8.0,1925,35,4,0,0,2,780430.0,485376.0,0.0,780.43,0.485376
9.0,1691,39,0,2,0,1,1058465.0,514048.0,1.0,1058.465,0.514048
9.0,831,51,0,0,0,0,870846.0,456704.0,1.0,870.846,0.456704
9.0,1745,96,0,0,0,1,872766.0,473088.0,1.0,872.766,0.473088
9.0,2569,78,0,1,0,1,1054278.0,489472.0,1.0,1054.278,0.489472
9.0,2588,36,0,0,0,1,872740.0,468992.0,1.0,872.74,0.468992
9.0,2557,78,0,1,0,0,1057255.0,561152.0,0.0,1057.255,0.561152
9.0,2024,78,0,2,0,1,865044.0,460800.0,0.0,865.044,0.4608
9.0,1953,78,0,2,0,1,1032467.0,528384.0,0.0,1032.467,0.528384
9.0,2587,51,0,0,2,1,1023681.0,489472.0,0.0,1023.681,0.489472
9.0,3258,91,0,1,0,1,1051378.0,552960.0,0.0,1051.378,0.55296
9.0,3890,26,0,1,2,1,866839.0,468992.0,0.0,866.839,0.468992
9.0,2515,49,0,2,0,1,861740.0,460800.0,0.0,861.74,0.4608
9.0,2859,46,6,2,0,1,947126.0,493568.0,0.0,947.126,0.493568
9.0,844,51,0,0,1,1,1011256.0,509952.0,0.0,1011.256,0.509952
9.0,2557,78,0,1,0,0,1050521.0,561152.0,0.0,1050.521,0.561152
9.0,1691,39,0,1,0,1,864965.0,481280.0,0.0,864.965,0.48128
9.0,3248,24,0,0,0,1,864889.0,468992.0,0.0,864.889,0.468992
9.0,2592,93,0,2,2,1,859097.0,460800.0,0.0,859.097,0.4608
9.0,844,78,1,2,0,1,892898.0,544768.0,0.0,892.898,0.544768
9.0,2586,49,1,0,2,1,888060.0,536576.0,0.0,888.06,0.536576
9.0,2560,78,0,0,0,1,1047946.0,561152.0,0.0,1047.946,0.561152
9.0,1691,39,0,1,0,1,862845.0,477184.0,0.0,862.845,0.477184
9.0,3884,83,0,1,2,1,851594.0,460800.0,0.0,851.594,0.4608
9.0,844,51,0,0,1,1,1042963.0,569344.0,0.0,1042.963,0.569344
9.0,2569,21,0,0,0,1,1036225.0,561152.0,0.0,1036.225,0.561152
9.0,844,51,0,0,1,1,1046997.0,634880.0,0.0,1046.997,0.63488
9.0,3902,88,0,1,2,2,855685.0,477184.0,0.0,855.685,0.477184
9.0,3119,91,0,1,2,1,856991.0,536576.0,0.0,856.991,0.536576
9.0,1251,78,0,0,0,1,850781.0,460800.0,0.0,850.781,0.4608
9.0,3183,24,0,0,2,1,1023577.0,561152.0,0.0,1023.577,0.561152
9.0,2541,35,0,0,0,0,1034125.0,569344.0,0.0,1034.125,0.569344
9.0,3884,79,0,2,2,1,1037957.0,692224.0,0.0,1037.957,0.692224
9.0,2560,78,0,1,0,0,851125.0,489472.0,0.0,851.125,0.489472
9.0,3901,78,0,2,2,1,838837.0,464896.0,0.0,838.837,0.464896
9.0,3130,83,0,0,0,1,1008145.0,561152.0,0.0,1008.145,0.561152
9.0,844,56,0,0,1,1,1027350.0,577536.0,0.0,1027.35,0.577536
9.0,2557,80,0,1,0,0,849486.0,536576.0,0.0,849.486,0.536576
9.0,2541,35,0,0,0,0,833903.0,464896.0,0.0,833.903,0.464896
9.0,2569,66,0,2,0,1,838212.0,481280.0,0.0,838.212,0.48128
9.0,842,51,0,0,1,1,986947.0,561152.0,0.0,986.947,0.561152
9.0,3119,83,0,1,0,1,1025034.0,577536.0,0.0,1025.034,0.577536
9.0,3256,24,0,0,2,1,821390.0,468992.0,0.0,821.39,0.468992
9.0,2569,78,0,2,0,1,968262.0,569344.0,0.0,968.262,0.569344
9.0,311,29,0,0,0,1,837033.0,561152.0,0.0,837.033,0.561152
9.0,3119,83,0,1,0,1,992713.0,577536.0,0.0,992.713,0.577536
9.0,2515,78,0,0,0,1,1015626.0,634880.0,0.0,1015.626,0.63488
9.0,2569,78,0,0,0,1,810687.0,468992.0,0.0,810.687,0.468992
9.0,1688,79,0,1,0,1,987229.0,577536.0,0.0,987.229,0.577536
9.0,2026,51,5,1,0,1,822155.0,569344.0,0.0,822.155,0.569344
9.0,3890,26,5,1,2,1,815830.0,544768.0,0.0,815.83,0.544768
