exp,throughput,latency
rand_read,764383.0,528384.0
rand_read,777852.0,618496.0
rand_read,739078.0,856064.0
rand_read,849044.0,716800.0
rand_read,374633.0,856064.0
rand_read,731586.0,593920.0
rand_read,855856.0,823296.0
rand_read,831344.0,593920.0
rand_read,718340.0,634880.0
rand_read,768651.0,643072.0
rand_read,746106.0,585728.0
rand_read,875392.0,618496.0
rand_read,838398.0,634880.0
rand_read,706083.0,1286144.0
rand_read,743081.0,618496.0
rand_read,268564.0,4685824.0
rand_read,750737.0,618496.0
rand_read,791377.0,602112.0
rand_read,876351.0,593920.0
rand_read,850795.0,585728.0
rand_read,987033.0,552960.0
rand_read,745418.0,675840.0
rand_read,856390.0,585728.0
rand_read,715048.0,716800.0
rand_read,639713.0,2007040.0
rand_read,792033.0,700416.0
rand_read,733250.0,651264.0
rand_read,807937.0,1957888.0
rand_read,639793.0,815104.0
rand_read,462403.0,913408.0
rand_read,617959.0,2113536.0
rand_read,264478.0,3162112.0
rand_read,689666.0,528384.0
rand_read,722364.0,1581056.0
rand_read,698286.0,749568.0
rand_read,698504.0,970752.0
rand_read,427632.0,2113536.0
rand_read,608891.0,684032.0
rand_read,685967.0,733184.0
rand_read,264756.0,4292608.0
rand_read,640606.0,741376.0
rand_read,637774.0,1433600.0
rand_read,628858.0,1613824.0
rand_read,677104.0,684032.0
rand_read,751724.0,618496.0
rand_read,889318.0,675840.0
rand_read,813718.0,593920.0
rand_read,842715.0,593920.0
rand_read,880426.0,1662976.0
rand_read,743461.0,618496.0
rand_read,725010.0,659456.0
rand_read,780415.0,954368.0
rand_read,990881.0,552960.0
rand_read,655611.0,626688.0
rand_read,771900.0,757760.0
rand_read,778259.0,610304.0
rand_read,661982.0,634880.0
rand_read,843797.0,1695744.0
rand_read,575812.0,823296.0
rand_read,569488.0,782336.0
rand_read,548046.0,2146304.0
rand_read,492819.0,962560.0
rand_read,465507.0,798720.0
rand_read,558368.0,1957888.0
rand_read,701437.0,667648.0
rand_read,887383.0,577536.0
rand_read,784847.0,1712128.0
rand_read,762873.0,1286144.0
rand_read,766717.0,626688.0
rand_read,790175.0,1318912.0
rand_read,777432.0,790528.0
rand_read,765190.0,1286144.0
rand_read,743562.0,1761280.0
rand_read,867101.0,577536.0
rand_read,857450.0,1155072.0
rand_read,854864.0,790528.0
rand_read,936458.0,585728.0
rand_read,426626.0,1581056.0
rand_read,474137.0,1466368.0
rand_read,776330.0,618496.0
rand_read,781872.0,610304.0
rand_read,969628.0,618496.0
rand_read,868124.0,577536.0
rand_read,815864.0,1744896.0
rand_read,782646.0,1171456.0
rand_read,775168.0,602112.0
rand_read,703333.0,634880.0
rand_read,750527.0,659456.0
rand_read,776207.0,602112.0
rand_read,783731.0,602112.0
rand_read,779039.0,937984.0
rand_read,972481.0,569344.0
rand_read,784357.0,602112.0
rand_read,830385.0,602112.0
rand_read,265084.0,3457024.0
rand_read,271114.0,1155072.0
rand_read,751913.0,946176.0
rand_read,781133.0,618496.0
rand_read,932837.0,602112.0
rand_read,861753.0,913408.0
rand_read,769766.0,618496.0
rand_read,777184.0,610304.0
rand_read,775995.0,634880.0
rand_read,762906.0,618496.0
rand_read,735366.0,618496.0
rand_read,771313.0,610304.0
rand_read,844701.0,618496.0
rand_read,835617.0,602112.0
rand_read,756384.0,913408.0
rand_read,849420.0,602112.0
rand_read,720882.0,618496.0
rand_read,642061.0,913408.0
rand_read,265180.0,4554752.0
rand_read,813895.0,593920.0
rand_read,699056.0,618496.0
rand_read,586482.0,700416.0
rand_read,825919.0,2211840.0
rand_read,755125.0,626688.0
rand_read,716832.0,1204224.0
rand_read,753284.0,634880.0
rand_read,262534.0,1187840.0
rand_read,699081.0,659456.0
rand_read,774460.0,921600.0
rand_read,806109.0,626688.0
rand_read,728461.0,634880.0
rand_read,984066.0,2244608.0
