exp,throughput,latency
seq_read,819996.0,2375680.0
seq_read,889984.0,782336.0
seq_read,897914.0,610304.0
seq_read,803394.0,962560.0
seq_read,750746.0,1122304.0
seq_read,842723.0,2179072.0
seq_read,727075.0,1974272.0
seq_read,777723.0,2146304.0
seq_read,812656.0,1011712.0
seq_read,791068.0,1036288.0
seq_read,794941.0,2023424.0
seq_read,727721.0,2375680.0
seq_read,859490.0,2310144.0
seq_read,777413.0,1056768.0
seq_read,741230.0,733184.0
seq_read,848402.0,1581056.0
seq_read,883744.0,798720.0
seq_read,800574.0,1105920.0
seq_read,886726.0,1036288.0
seq_read,755602.0,1122304.0
