gen,max_sectors_kb,nr_requests,read_ahead_kb,nomerges,scheduler,rq_affinity,write_throughput,write_latency,is_pareto,throughput,latency
6.0,2485,79,4,0,0,1,406135.0,57409536.0,0.0,406.135,57.409536
6.0,20,47,0,0,0,0,407747.0,57933824.0,0.0,407.747,57.933824
6.0,715,1,4,0,0,1,413187.0,58982400.0,0.0,413.187,58.9824
6.0,3182,46,3,1,0,0,420527.0,63176704.0,0.0,420.527,63.176704
6.0,686,49,4,0,0,0,422644.0,68681728.0,0.0,422.644,68.681728
6.0,2326,24,4,0,0,0,420954.0,66846720.0,0.0,420.954,66.84672
6.0,2360,46,5,0,0,0,423269.0,86507520.0,0.0,423.269,86.50752
6.0,2629,46,4,0,0,0,414467.0,61079552.0,0.0,414.467,61.079552
6.0,4,63,0,0,0,0,416695.0,62128128.0,0.0,416.695,62.128128
6.0,2326,49,4,0,0,0,422132.0,83361792.0,0.0,422.132,83.361792
6.0,3662,1,1,0,0,0,355073.0,51642368.0,0.0,355.073,51.642368
7.0,15,67,0,0,0,0,422043.0,42729472.0,1.0,422.043,42.729472
7.0,4,2,0,0,0,1,432127.0,67633152.0,1.0,432.127,67.633152
7.0,3774,89,5,0,0,0,424692.0,45875200.0,1.0,424.692,45.8752
7.0,715,1,4,0,0,1,432021.0,57933824.0,1.0,432.021,57.933824
7.0,4079,127,3,1,0,0,404431.0,41156608.0,1.0,404.431,41.156608
7.0,809,64,3,1,0,1,426197.0,50593792.0,1.0,426.197,50.593792
7.0,3666,22,0,0,0,0,407583.0,43778048.0,0.0,407.583,43.778048
7.0,22,5,0,0,0,0,431721.0,62128128.0,0.0,431.721,62.128128
7.0,4,63,0,0,0,0,391946.0,42729472.0,0.0,391.946,42.729472
7.0,687,126,4,0,0,1,424018.0,56885248.0,0.0,424.018,56.885248
7.0,136,1,1,0,0,0,418251.0,55836672.0,0.0,418.251,55.836672
7.0,2344,1,4,0,0,0,426144.0,58982400.0,0.0,426.144,58.9824
7.0,3687,1,1,0,0,0,409890.0,54263808.0,0.0,409.89,54.263808
7.0,3012,111,0,0,0,0,395611.0,46399488.0,0.0,395.611,46.399488
7.0,706,48,4,0,0,0,407007.0,47972352.0,0.0,407.007,47.972352
7.0,101,48,2,0,0,1,428888.0,68681728.0,0.0,428.888,68.681728
7.0,3363,127,0,1,0,0,371304.0,43253760.0,0.0,371.304,43.25376
7.0,1504,47,4,0,0,0,423342.0,58458112.0,0.0,423.342,58.458112
7.0,22,5,0,0,0,0,417322.0,55836672.0,0.0,417.322,55.836672
7.0,113,60,0,0,0,2,424057.0,61079552.0,0.0,424.057,61.079552
7.0,3637,22,0,0,0,0,424526.0,63700992.0,0.0,424.526,63.700992
7.0,3666,22,0,0,0,0,408482.0,54788096.0,0.0,408.482,54.788096
7.0,647,50,5,1,0,0,403065.0,49020928.0,0.0,403.065,49.020928
7.0,3160,80,4,0,0,2,427494.0,70778880.0,0.0,427.494,70.77888
7.0,2876,19,6,0,0,1,426578.0,68681728.0,0.0,426.578,68.681728
7.0,911,12,0,0,0,2,418660.0,60555264.0,0.0,418.66,60.555264
7.0,1832,126,2,0,0,0,416907.0,58458112.0,0.0,416.907,58.458112
7.0,73,67,0,0,0,0,415638.0,56885248.0,0.0,415.638,56.885248
7.0,686,119,0,0,0,0,421599.0,61079552.0,0.0,421.599,61.079552
7.0,2997,120,0,0,0,2,422272.0,64749568.0,0.0,422.272,64.749568
7.0,4073,127,0,1,0,0,405714.0,54788096.0,0.0,405.714,54.788096
7.0,548,4,5,1,0,0,402065.0,53739520.0,0.0,402.065,53.73952
7.0,647,45,5,1,0,0,382398.0,50069504.0,0.0,382.398,50.069504
7.0,647,45,5,1,0,0,380037.0,49545216.0,0.0,380.037,49.545216
7.0,1459,106,4,0,0,2,399415.0,52690944.0,0.0,399.415,52.690944
7.0,535,1,5,1,0,1,386040.0,52166656.0,0.0,386.04,52.166656
7.0,561,3,0,0,0,0,423231.0,68681728.0,0.0,423.231,68.681728
7.0,4,45,0,0,0,1,424190.0,74973184.0,0.0,424.19,74.973184
7.0,715,1,4,0,0,1,425086.0,80216064.0,0.0,425.086,80.216064
7.0,647,114,5,1,0,0,424081.0,70778880.0,0.0,424.081,70.77888
7.0,2876,20,6,0,0,0,418329.0,60555264.0,0.0,418.329,60.555264
7.0,2485,79,4,0,0,1,406135.0,57409536.0,0.0,406.135,57.409536
7.0,20,47,0,0,0,0,407747.0,57933824.0,0.0,407.747,57.933824
7.0,715,1,4,0,0,1,413187.0,58982400.0,0.0,413.187,58.9824
7.0,3182,46,3,1,0,0,420527.0,63176704.0,0.0,420.527,63.176704
7.0,2326,24,4,0,0,0,420954.0,66846720.0,0.0,420.954,66.84672
7.0,3982,122,3,1,0,0,403122.0,54788096.0,0.0,403.122,54.788096
7.0,2360,46,5,0,0,0,423269.0,86507520.0,0.0,423.269,86.50752
7.0,1483,108,4,0,0,2,377150.0,50069504.0,0.0,377.15,50.069504
7.0,2050,64,3,1,0,1,395842.0,53739520.0,0.0,395.842,53.73952
8.0,15,67,0,0,0,0,422043.0,42729472.0,1.0,422.043,42.729472
8.0,3774,89,5,0,0,0,424692.0,45875200.0,1.0,424.692,45.8752
8.0,715,1,4,0,0,1,432021.0,57933824.0,1.0,432.021,57.933824
8.0,4079,127,3,1,0,0,404431.0,41156608.0,1.0,404.431,41.156608
8.0,809,64,3,1,0,1,426197.0,50593792.0,1.0,426.197,50.593792
8.0,1459,107,4,0,0,0,435118.0,62652416.0,1.0,435.118,62.652416
8.0,3666,22,0,0,0,0,407583.0,43778048.0,0.0,407.583,43.778048
8.0,22,5,0,0,0,0,431721.0,62128128.0,0.0,431.721,62.128128
8.0,4,63,0,0,0,0,391946.0,42729472.0,0.0,391.946,42.729472
8.0,687,126,4,0,0,1,424018.0,56885248.0,0.0,424.018,56.885248
8.0,136,1,1,0,0,0,418251.0,55836672.0,0.0,418.251,55.836672
8.0,2344,1,4,0,0,0,426144.0,58982400.0,0.0,426.144,58.9824
8.0,3687,1,1,0,0,0,409890.0,54263808.0,0.0,409.89,54.263808
8.0,4,48,0,0,0,0,432646.0,64749568.0,0.0,432.646,64.749568
8.0,3012,111,0,0,0,0,395611.0,46399488.0,0.0,395.611,46.399488
8.0,3012,111,0,0,0,0,407372.0,46923776.0,0.0,407.372,46.923776
8.0,3363,127,0,1,0,0,371304.0,43253760.0,0.0,371.304,43.25376
8.0,1504,47,4,0,0,0,423342.0,58458112.0,0.0,423.342,58.458112
8.0,22,5,0,0,0,0,417322.0,55836672.0,0.0,417.322,55.836672
8.0,113,60,0,0,0,2,424057.0,61079552.0,0.0,424.057,61.079552
8.0,3637,22,0,0,0,0,424526.0,63700992.0,0.0,424.526,63.700992
8.0,3666,22,0,0,0,0,408482.0,54788096.0,0.0,408.482,54.788096
8.0,4,2,0,0,0,1,432127.0,67633152.0,0.0,432.127,67.633152
8.0,2876,120,6,0,0,1,426080.0,65798144.0,0.0,426.08,65.798144
8.0,706,48,4,0,0,0,407007.0,47972352.0,0.0,407.007,47.972352
8.0,911,12,0,0,0,2,418660.0,60555264.0,0.0,418.66,60.555264
8.0,1832,126,2,0,0,0,416907.0,58458112.0,0.0,416.907,58.458112
8.0,73,67,0,0,0,0,415638.0,56885248.0,0.0,415.638,56.885248
8.0,686,119,0,0,0,0,421599.0,61079552.0,0.0,421.599,61.079552
8.0,2997,120,0,0,0,2,422272.0,64749568.0,0.0,422.272,64.749568
8.0,101,48,2,0,0,1,428888.0,68681728.0,0.0,428.888,68.681728
8.0,1483,105,2,0,0,1,423659.0,66846720.0,0.0,423.659,66.84672
8.0,647,50,5,1,0,0,403065.0,49020928.0,0.0,403.065,49.020928
8.0,4073,127,0,1,0,0,405714.0,54788096.0,0.0,405.714,54.788096
8.0,2876,20,6,0,0,0,418329.0,60555264.0,0.0,418.329,60.555264
8.0,706,64,4,0,0,0,416838.0,58982400.0,0.0,416.838,58.9824
8.0,2485,79,4,0,0,1,406135.0,57409536.0,0.0,406.135,57.409536
8.0,20,47,0,0,0,0,407747.0,57933824.0,0.0,407.747,57.933824
8.0,3182,46,3,1,0,0,420527.0,63176704.0,0.0,420.527,63.176704
8.0,3160,80,4,0,0,2,427494.0,70778880.0,0.0,427.494,70.77888
8.0,2876,19,6,0,0,1,426578.0,68681728.0,0.0,426.578,68.681728
8.0,2326,24,4,0,0,0,420954.0,66846720.0,0.0,420.954,66.84672
8.0,647,125,0,1,0,0,421652.0,67633152.0,0.0,421.652,67.633152
8.0,3162,80,4,0,0,2,425228.0,84410368.0,0.0,425.228,84.410368
8.0,647,45,5,1,0,0,380037.0,49545216.0,0.0,380.037,49.545216
8.0,715,1,4,0,0,1,413187.0,58982400.0,0.0,413.187,58.9824
8.0,2360,46,5,0,0,0,414432.0,63700992.0,0.0,414.432,63.700992
8.0,535,1,5,1,0,1,386040.0,52166656.0,0.0,386.04,52.166656
8.0,561,3,0,0,0,0,423231.0,68681728.0,0.0,423.231,68.681728
8.0,1459,106,4,0,0,2,399415.0,52690944.0,0.0,399.415,52.690944
9.0,15,67,0,0,0,0,422043.0,42729472.0,1.0,422.043,42.729472
9.0,3774,89,5,0,0,0,424692.0,45875200.0,1.0,424.692,45.8752
9.0,715,1,4,0,0,1,432021.0,57933824.0,1.0,432.021,57.933824
9.0,4079,127,3,1,0,0,404431.0,41156608.0,1.0,404.431,41.156608
9.0,809,64,3,1,0,1,426197.0,50593792.0,1.0,426.197,50.593792
9.0,1459,107,4,0,0,0,435118.0,62652416.0,1.0,435.118,62.652416
9.0,3666,22,0,0,0,0,407583.0,43778048.0,0.0,407.583,43.778048
9.0,22,5,0,0,0,0,431721.0,62128128.0,0.0,431.721,62.128128
9.0,15,67,0,0,0,0,428386.0,61079552.0,0.0,428.386,61.079552
9.0,4,63,0,0,0,0,391946.0,42729472.0,0.0,391.946,42.729472
9.0,687,126,4,0,0,1,424018.0,56885248.0,0.0,424.018,56.885248
9.0,136,1,1,0,0,0,418251.0,55836672.0,0.0,418.251,55.836672
9.0,2344,1,4,0,0,0,426144.0,58982400.0,0.0,426.144,58.9824
9.0,3182,45,4,1,0,0,415211.0,51118080.0,0.0,415.211,51.11808
9.0,4,48,0,0,0,0,432646.0,64749568.0,0.0,432.646,64.749568
9.0,3012,111,0,0,0,0,395611.0,46399488.0,0.0,395.611,46.399488
9.0,3012,111,0,0,0,0,407372.0,46923776.0,0.0,407.372,46.923776
9.0,3363,127,0,1,0,0,371304.0,43253760.0,0.0,371.304,43.25376
9.0,1504,47,4,0,0,0,423342.0,58458112.0,0.0,423.342,58.458112
9.0,22,5,0,0,0,0,417322.0,55836672.0,0.0,417.322,55.836672
9.0,113,60,0,0,0,2,424057.0,61079552.0,0.0,424.057,61.079552
9.0,3637,22,0,0,0,0,424526.0,63700992.0,0.0,424.526,63.700992
9.0,3687,1,1,0,0,0,409890.0,54263808.0,0.0,409.89,54.263808
9.0,4,2,0,0,0,1,432127.0,67633152.0,0.0,432.127,67.633152
9.0,2876,120,6,0,0,1,426080.0,65798144.0,0.0,426.08,65.798144
9.0,979,67,5,0,0,0,428419.0,66322432.0,0.0,428.419,66.322432
9.0,896,1,1,0,0,0,424959.0,65273856.0,0.0,424.959,65.273856
9.0,706,48,4,0,0,0,407007.0,47972352.0,0.0,407.007,47.972352
9.0,911,12,0,0,0,2,418660.0,60555264.0,0.0,418.66,60.555264
9.0,1832,126,2,0,0,0,416907.0,58458112.0,0.0,416.907,58.458112
9.0,73,67,0,0,0,0,415638.0,56885248.0,0.0,415.638,56.885248
9.0,3666,22,0,0,0,0,417127.0,58982400.0,0.0,417.127,58.9824
9.0,3161,77,4,0,0,2,411382.0,55836672.0,0.0,411.382,55.836672
9.0,686,119,0,0,0,0,421599.0,61079552.0,0.0,421.599,61.079552
9.0,2997,120,0,0,0,2,422272.0,64749568.0,0.0,422.272,64.749568
9.0,3666,22,0,0,0,0,408482.0,54788096.0,0.0,408.482,54.788096
9.0,101,48,2,0,0,1,428888.0,68681728.0,0.0,428.888,68.681728
9.0,3160,81,4,0,0,2,429140.0,70778880.0,0.0,429.14,70.77888
9.0,1483,105,2,0,0,1,423659.0,66846720.0,0.0,423.659,66.84672
9.0,647,50,5,1,0,0,403065.0,49020928.0,0.0,403.065,49.020928
9.0,2876,20,6,0,0,0,418329.0,60555264.0,0.0,418.329,60.555264
9.0,706,64,4,0,0,0,416838.0,58982400.0,0.0,416.838,58.9824
9.0,3182,46,3,1,0,0,420527.0,63176704.0,0.0,420.527,63.176704
9.0,4073,127,0,1,0,0,405714.0,54788096.0,0.0,405.714,54.788096
9.0,2485,79,4,0,0,1,406135.0,57409536.0,0.0,406.135,57.409536
9.0,20,47,0,0,0,0,407747.0,57933824.0,0.0,407.747,57.933824
9.0,2876,19,6,0,0,1,426578.0,68681728.0,0.0,426.578,68.681728
9.0,3160,80,4,0,0,2,427494.0,70778880.0,0.0,427.494,70.77888
9.0,2326,24,4,0,0,0,420954.0,66846720.0,0.0,420.954,66.84672
9.0,647,125,0,1,0,0,421652.0,67633152.0,0.0,421.652,67.633152
